id_protein	id_mlo	id_rol	id_dataset
2058	3.0	1	1
2058	1.0	1	1
2058	2.0	1	1
2059	11.0	3	1
2059	17.0	3	1
2059	17.0	2	4
2060	3.0	3	1
2061	2.0	3	1
2061	3.0	3	1
2061	3.0	2	2
2062	1.0	2	2
2062	1.0	1	1
2063	3.0	1	1
2063	3.0	2	2
2063	5.0	1	1
2064	2.0	1	1
2065	3.0	1	1
2065	3.0	2	2
2066	2.0	1	1
2066		3	2
2066	5.0	1	1
2067	12.0	1	1
2067	3.0	1	1
2067		3	2
2068	1.0	1	1
2069	2.0	1	1
2070	1.0	1	1
2071	1.0	2	3
2071	1.0	1	1
2071	11.0	2	3
2071	1.0	2	2
2072	3.0	3	1
2073	2.0	1	1
2074		3	2
2075	2.0	1	1
2076		3	2
2076	31.0	3	1
2077	3.0	3	1
2077	4.0	3	1
2077	25.0	3	1
2077		3	2
2077	3.0	2	2
2078		3	2
2078	3.0	1	1
2079	3.0	2	2
2079	3.0	1	1
2080	1.0	1	1
2080	1.0	2	2
2081	5.0	1	1
2082	1.0	2	2
2082	1.0	1	1
2083	1.0	2	2
2083	1.0	1	1
2084	1.0	1	1
2084	1.0	2	2
2085	3.0	1	1
2085	3.0	2	2
2086	10.0	3	1
2086		2	4
2087		3	2
2088	4.0	2	2
2088	3.0	2	3
2088		3	2
2088	4.0	1	1
2088	3.0	2	2
2088	3.0	1	1
2089	5.0	1	1
2090	28.0	3	1
2090		2	4
2090	20.0	3	1
2091	3.0	1	1
2091	3.0	2	2
2092	4.0	2	2
2092	1.0	1	1
2092	1.0	2	2
2092		3	2
2092	4.0	1	1
2092	5.0	1	1
2093	1.0	1	1
2093	4.0	2	2
2093	1.0	2	3
2093	1.0	2	2
2094	8.0	1	1
2095	1.0	1	1
2095	4.0	2	2
2095	1.0	2	2
2096		3	2
2096	1.0	1	1
2096	1.0	2	2
2096	4.0	2	2
2097	3.0	2	2
2097	3.0	3	1
2097	4.0	3	1
2098	1.0	1	1
2099	2.0	1	1
2100	2.0	1	1
2100		3	2
2101	10.0	3	1
2101	3.0	3	1
2102	2.0	1	1
2102	14.0	2	3
2103	78.0	4	5
2103	35.0	2	2
2103	79.0	4	5
2103	89.0	4	5
2103	10.0	4	1
2103	35.0	2	4
2103	44.0	4	5
2103	18.0	4	1
2104	2.0	1	1
2104	5.0	1	1
2105	1.0	1	1
2105	1.0	2	2
2106	2.0	1	1
2106	3.0	2	2
2106	3.0	1	1
2107	2.0	1	1
2108	4.0	3	1
2109	6.0	2	3
2109	1.0	1	1
2109	1.0	2	2
2109	3.0	1	1
2110	5.0	4	1
2110	10.0	4	1
2110	3.0	2	4
2110	3.0	4	1
2110	7.0	4	1
2110	1.0	4	1
2110	2.0	4	1
2111		3	2
2111	3.0	1	1
2111	1.0	1	1
2111	1.0	2	4
2111	1.0	2	2
2111	11.0	1	1
2111	3.0	2	2
2112	4.0	2	2
2112	1.0	2	2
2112	1.0	1	1
2112	4.0	1	1
2112	5.0	1	1
2113	2.0	1	1
2114	2.0	1	1
2115	3.0	1	1
2115	5.0	1	1
2115	3.0	2	2
2116	3.0	2	2
2116	3.0	1	1
2116	1.0	1	1
2117	2.0	1	1
2118	6.0	2	3
2118		3	2
2119	1.0	1	1
2120	2.0	1	1
2120	1.0	2	2
2120	1.0	1	1
2121	6.0	2	3
2121	1.0	3	1
2121	11.0	3	1
2121	1.0	2	2
2121	11.0	2	4
2121	4.0	2	2
2121		3	2
2122	1.0	1	1
2122	1.0	2	2
2122	1.0	2	3
2123	3.0	1	1
2124	1.0	2	2
2124	1.0	1	1
2124	4.0	1	1
2124	4.0	2	2
2125	4.0	1	1
2125	3.0	1	1
2125	3.0	2	2
2126	3.0	1	1
2127	2.0	1	1
2128	1.0	1	1
2128	2.0	1	1
2129	1.0	1	1
2129	1.0	2	2
2130	5.0	1	1
2131	3.0	1	1
2131	3.0	2	2
2131		2	4
2132	5.0	1	1
2133	1.0	2	3
2133	1.0	2	2
2133	1.0	1	1
2134	2.0	1	1
2135	1.0	1	1
2135	2.0	1	1
2136	2.0	1	1
2136		3	2
2137	2.0	1	1
2138		3	2
2139		3	2
2139	2.0	1	1
2140		3	2
2141		3	2
2141	5.0	1	1
2142	2.0	1	1
2143	2.0	1	1
2143	4.0	2	2
2143	1.0	2	2
2143	1.0	1	1
2144		3	2
2144	87.0	3	1
2144	5.0	3	1
2144	4.0	2	2
2145	5.0	1	1
2146	1.0	1	1
2147	3.0	1	1
2148		3	2
2148	5.0	1	1
2149	6.0	3	1
2149	9.0	4	5
2149	9.0	2	2
2149	9.0	3	1
2149		3	2
2149	25.0	3	1
2149	1.0	3	1
2149	3.0	3	1
2149	9.0	2	4
2149	1.0	2	2
2149	4.0	3	1
2150		3	2
2151	1.0	2	2
2151	1.0	1	1
2152	3.0	1	1
2152	3.0	2	2
2153	3.0	3	1
2153	2.0	3	1
2154	6.0	1	1
2154	6.0	2	2
2155		3	2
2156	2.0	1	1
2157		3	2
2158		3	2
2159	1.0	2	2
2159	3.0	2	2
2159	6.0	3	1
2159	4.0	3	1
2159	1.0	3	1
2159	2.0	3	1
2159	3.0	3	1
2160	3.0	3	1
2160	3.0	2	2
2160	1.0	3	1
2160	2.0	3	1
2160	4.0	3	1
2161		3	2
2162	2.0	1	1
2163	2.0	1	1
2164	4.0	2	2
2165	1.0	2	2
2165	1.0	2	3
2165	1.0	1	1
2166	27.0	1	1
2166	3.0	1	1
2166	15.0	2	4
2166	3.0	2	2
2167	6.0	1	1
2168	3.0	2	2
2168	3.0	1	1
2168	4.0	1	1
2169	2.0	1	1
2169		3	2
2170	2.0	1	1
2170	3.0	1	1
2170	3.0	2	2
2170	1.0	1	1
2171	1.0	1	1
2172	6.0	1	1
2173	5.0	1	1
2174	2.0	1	1
2174	1.0	1	1
2175		3	2
2176	7.0	3	1
2177	2.0	1	1
2177	3.0	1	1
2177	3.0	2	2
2178	1.0	1	1
2179	7.0	1	1
2179	7.0	2	2
2180	2.0	1	1
2181	5.0	1	1
2182	3.0	3	1
2183	3.0	1	1
2184	3.0	2	2
2184	3.0	1	1
2184	6.0	1	1
2185	5.0	1	1
2186	23.0	4	5
2186	61.0	4	5
2186	34.0	4	5
2186	22.0	2	4
2186	10.0	4	1
2187	1.0	1	1
2188	3.0	1	1
2188	3.0	2	2
2189	4.0	3	1
2190	3.0	1	1
2190	5.0	1	1
2190	2.0	1	1
2191	2.0	1	1
2192	8.0	4	1
2192	1.0	2	2
2192	4.0	4	1
2192	3.0	4	1
2192	4.0	2	2
2192	3.0	2	2
2192	3.0	2	4
2192	1.0	4	1
2193	3.0	2	4
2194	8.0	1	1
2195	4.0	1	1
2195	7.0	1	1
2196	3.0	1	1
2196	2.0	1	1
2197	5.0	1	1
2198	10.0	4	1
2198	2.0	4	1
2199	5.0	1	1
2200	2.0	1	1
2201		3	2
2202	1.0	1	1
2203	5.0	1	1
2204	2.0	1	1
2205	3.0	3	1
2206	1.0	1	1
2206	2.0	1	1
2207		3	2
2208	1.0	1	1
2208	1.0	2	2
2209	57.0	2	4
2209	8.0	3	1
2209	30.0	4	5
2209	48.0	4	5
2210	2.0	1	1
2210	5.0	1	1
2210	1.0	1	1
2210	1.0	2	2
2211	8.0	1	1
2212	7.0	3	1
2212	8.0	3	1
2212		2	4
2213		3	2
2214	4.0	2	2
2214	2.0	1	1
2215	2.0	1	1
2215		3	2
2216		3	2
2217	1.0	2	2
2217	1.0	1	1
2218	28.0	1	1
2218	1.0	2	4
2219		3	2
2220	3.0	1	1
2221	3.0	1	1
2221	2.0	1	1
2222	1.0	2	2
2222	1.0	1	1
2223		3	2
2224	2.0	1	1
2225	1.0	2	2
2225	1.0	1	1
2226		3	2
2226	5.0	1	1
2227	5.0	1	1
2228		3	2
2229	2.0	1	1
2230	4.0	2	2
2230	3.0	1	1
2230	3.0	2	2
2230	1.0	1	1
2230	1.0	2	2
2230	27.0	1	1
2230	6.0	1	1
2231	9.0	2	2
2231	9.0	2	4
2231	4.0	1	1
2231	6.0	2	3
2231	9.0	1	1
2231	1.0	1	1
2231	3.0	1	1
2231	1.0	2	2
2232	8.0	1	1
2233	3.0	2	2
2233	11.0	2	4
2233		2	4
2233	4.0	3	1
2233		3	2
2233	3.0	3	1
2233	83.0	3	1
2233	21.0	3	1
2233	8.0	3	1
2233	11.0	3	1
2234	2.0	1	1
2235		3	2
2236	2.0	1	1
2237	3.0	1	1
2237	2.0	1	1
2238		3	2
2239	6.0	1	1
2240	1.0	2	2
2240		3	2
2241	5.0	1	1
2242		3	2
2243	1.0	2	2
2243	1.0	1	1
2244	2.0	1	1
2245	2.0	1	1
2245	1.0	1	1
2246	1.0	1	1
2246	2.0	1	1
2247	1.0	1	1
2247	3.0	1	1
2247	3.0	2	2
2248	1.0	1	1
2249		3	2
2249	2.0	1	1
2250	4.0	1	1
2251	1.0	1	1
2252	1.0	2	2
2253	1.0	2	3
2254	2.0	1	1
2254	1.0	1	1
2255	2.0	1	1
2256		3	2
2257		3	2
2258		3	2
2259	2.0	1	1
2259	1.0	2	2
2259	1.0	1	1
2260		3	2
2261	2.0	1	1
2262		3	2
2263		3	2
2264		3	2
2265	2.0	1	1
2266	2.0	1	1
2267	5.0	1	1
2268	25.0	1	1
2268	4.0	1	1
2268	3.0	1	1
2268	3.0	2	2
2269	1.0	2	2
2269	1.0	1	1
2270	7.0	2	2
2270	5.0	1	1
2270	7.0	1	1
2271	5.0	1	1
2272	2.0	1	1
2273	1.0	1	1
2274	5.0	1	1
2275	6.0	2	2
2275	6.0	1	1
2276		3	2
2276	2.0	1	1
2277	5.0	1	1
2278	2.0	1	1
2279	2.0	1	1
2280	1.0	1	1
2280	1.0	2	2
2281	3.0	1	1
2281		3	2
2282	2.0	1	1
2283	3.0	1	1
2284	1.0	1	1
2284	1.0	2	2
2285	9.0	1	1
2285	9.0	2	2
2286		3	2
2287	1.0	4	1
2287	9.0	2	4
2287	10.0	4	1
2287		2	4
2288	1.0	1	1
2289	1.0	1	1
2290	5.0	1	1
2291	2.0	1	1
2292	5.0	1	1
2293	4.0	2	2
2293	3.0	1	1
2293	3.0	2	2
2293	4.0	1	1
2294		3	2
2295	2.0	1	1
2296	6.0	2	2
2296	6.0	1	1
2297	5.0	1	1
2298	3.0	1	1
2299	3.0	1	1
2299	1.0	1	1
2300	2.0	1	1
2300	6.0	2	3
2301	4.0	2	2
2302	5.0	1	1
2303	3.0	1	1
2304	3.0	1	1
2305	2.0	1	1
2306	1.0	1	1
2307	1.0	1	1
2308	3.0	1	1
2308	4.0	1	1
2308	4.0	2	3
2309	1.0	1	1
2310	1.0	2	2
2310	1.0	1	1
2310	3.0	1	1
2311	3.0	1	1
2311	4.0	1	1
2311	3.0	2	2
2312	5.0	1	1
2313	4.0	2	2
2314	2.0	1	1
2315	14.0	2	3
2315	3.0	2	2
2315	4.0	3	1
2315	3.0	3	1
2316	1.0	1	1
2316	1.0	2	2
2317		3	2
2317	2.0	1	1
2318	7.0	2	2
2318	7.0	1	1
2319	2.0	1	1
2320	1.0	2	2
2320	1.0	1	1
2320	1.0	2	3
2321	12.0	1	1
2322	2.0	1	1
2323	4.0	1	1
2323	3.0	1	1
2323	4.0	2	2
2324	2.0	1	1
2325		3	2
2325	4.0	2	2
2326	3.0	1	1
2326	4.0	2	3
2326	4.0	1	1
2327	5.0	1	1
2328	1.0	1	1
2328	1.0	2	2
2329	1.0	1	1
2329	4.0	2	2
2329	1.0	2	2
2330	1.0	2	3
2330	1.0	1	1
2330	1.0	2	2
2331	5.0	1	1
2332	1.0	2	3
2333	1.0	2	3
2334	10.0	4	1
2334	5.0	4	1
2335	1.0	1	1
2336	1.0	2	3
2337	1.0	1	1
2338	5.0	1	1
2338	9.0	2	4
2339	1.0	1	1
2340	6.0	2	2
2340	6.0	2	3
2340	6.0	1	1
2341	2.0	1	1
2342	4.0	2	2
2343	2.0	1	1
2344	3.0	1	1
2345		3	2
2346	3.0	1	1
2346	3.0	2	2
2346	4.0	2	2
2346	4.0	1	1
2347	2.0	1	1
2348	1.0	2	2
2348	1.0	1	1
2349	3.0	1	1
2350	12.0	1	1
2351	2.0	1	1
2352	5.0	1	1
2353	5.0	1	1
2354	23.0	2	3
2354	3.0	1	1
2354	32.0	2	3
2354	6.0	2	3
2354	3.0	2	3
2354	11.0	2	3
2354	1.0	2	3
2355		3	2
2356	2.0	1	1
2357	8.0	1	1
2358	3.0	1	1
2358	3.0	2	2
2359	1.0	2	2
2359	1.0	1	1
2360	2.0	1	1
2361	1.0	1	1
2362		3	2
2362	1.0	1	1
2363	1.0	1	1
2363		3	2
2364	16.0	1	1
2365	2.0	1	1
2366	1.0	2	2
2366	1.0	1	1
2367	5.0	1	1
2368	5.0	1	1
2369	28.0	1	1
2370	1.0	1	1
2370	1.0	2	3
2370	1.0	2	2
2371	5.0	1	1
2372	3.0	2	2
2373	2.0	1	1
2374	1.0	1	1
2374	1.0	2	2
2375	1.0	1	1
2376		3	2
2376	2.0	1	1
2377	1.0	2	2
2377	1.0	1	1
2378	9.0	2	2
2378	9.0	1	1
2379	2.0	1	1
2380	2.0	1	1
2381	2.0	1	1
2382	2.0	1	1
2383	1.0	2	3
2384	3.0	2	2
2384	3.0	1	1
2385	5.0	1	1
2386	3.0	1	1
2386	4.0	1	1
2386	3.0	2	2
2386	4.0	2	2
2387	3.0	1	1
2387	4.0	1	1
2388	2.0	1	1
2389	2.0	1	1
2389	3.0	1	1
2390	3.0	1	1
2391	1.0	1	1
2392		3	2
2393	1.0	1	1
2394	3.0	1	1
2394	4.0	2	2
2394	4.0	1	1
2394	3.0	2	2
2395	5.0	1	1
2396	4.0	2	2
2396	3.0	2	2
2396	4.0	1	1
2396	3.0	1	1
2397	1.0	1	1
2398	2.0	1	1
2399	3.0	2	2
2399	2.0	1	1
2399	3.0	1	1
2400	5.0	1	1
2401	9.0	2	4
2402	3.0	1	1
2402	5.0	1	1
2403	3.0	1	1
2403	9.0	2	4
2404	1.0	1	1
2405	1.0	1	1
2405	1.0	2	2
2406	2.0	1	1
2407	5.0	1	1
2408		3	2
2408	2.0	1	1
2409	4.0	2	2
2410		3	2
2410	1.0	2	2
2410	1.0	1	1
2411	5.0	1	1
2412	1.0	1	1
2413	2.0	1	1
2414	3.0	3	1
2415	2.0	1	1
2416	1.0	1	1
2416	15.0	2	2
2416	15.0	1	1
2417	5.0	1	1
2418	4.0	2	2
2419	3.0	2	2
2419	3.0	1	1
2419	4.0	1	1
2420		3	2
2421	3.0	1	1
2421	4.0	1	1
2421	4.0	2	2
2422	11.0	1	1
2422	11.0	2	3
2423	1.0	1	1
2424	1.0	1	1
2425	2.0	1	1
2425	3.0	1	1
2426		3	2
2427	3.0	1	1
2427	4.0	1	1
2427	3.0	2	2
2428	5.0	1	1
2429	5.0	1	1
2430		3	2
2431	1.0	2	2
2431	1.0	2	3
2431	6.0	1	1
2431	1.0	1	1
2431	6.0	2	2
2431	6.0	2	3
2432	7.0	2	2
2432	7.0	1	1
2433	5.0	1	1
2434	1.0	1	1
2434	1.0	2	2
2435	1.0	2	2
2435	1.0	1	1
2436	5.0	1	1
2437	2.0	1	1
2438		3	2
2439	3.0	1	1
2440	2.0	1	1
2441	1.0	1	1
2442	1.0	1	1
2442	1.0	2	2
2443	2.0	1	1
2444		3	2
2445	4.0	2	2
2445	4.0	1	1
2446	7.0	1	1
2447	1.0	1	1
2447	1.0	2	2
2448	3.0	1	1
2449	2.0	1	1
2450	2.0	1	1
2451	3.0	1	1
2451	3.0	2	2
2452	2.0	1	1
2453		3	2
2454	1.0	2	2
2455	13.0	2	4
2456	12.0	1	1
2457	11.0	2	2
2457	11.0	1	1
2458	5.0	1	1
2459	3.0	1	1
2460	3.0	3	1
2461		3	2
2462	1.0	1	1
2463	8.0	1	1
2464	1.0	1	1
2464	1.0	2	2
2465	1.0	1	1
2466	3.0	1	1
2466	4.0	1	1
2467	9.0	1	1
2467	9.0	2	2
2468	11.0	2	3
2468	7.0	2	3
2469	5.0	1	1
2470	2.0	1	1
2471	1.0	1	1
2471	2.0	1	1
2472	1.0	2	2
2472	1.0	1	1
2473	7.0	2	2
2473	7.0	1	1
2474	3.0	1	1
2475	7.0	2	2
2475	7.0	1	1
2476	3.0	3	1
2477	3.0	1	1
2478	12.0	1	1
2479	3.0	1	1
2479	4.0	1	1
2479	4.0	2	2
2479	3.0	2	2
2480	1.0	1	1
2480	3.0	1	1
2480	1.0	2	2
2481	2.0	1	1
2482	2.0	1	1
2483	3.0	2	2
2483	3.0	1	1
2484	3.0	3	1
2484	4.0	3	1
2484	3.0	2	2
2484		3	2
2484	1.0	3	1
2484	4.0	2	2
2484	4.0	2	3
2485	4.0	2	2
2485		3	2
2485	37.0	2	3
2485	4.0	1	1
2485	3.0	1	1
2486	1.0	2	2
2486	1.0	1	1
2486	6.0	1	1
2487		3	2
2488	1.0	1	1
2489		3	2
2489	6.0	2	3
2490		3	2
2491	2.0	1	1
2492	7.0	2	3
2493	2.0	1	1
2494	7.0	2	2
2494	7.0	1	1
2495	1.0	1	1
2496	3.0	1	1
2497	2.0	1	1
2498		3	2
2499	12.0	1	1
2500		3	2
2501	3.0	1	1
2502	6.0	2	3
2502	3.0	1	1
2503	1.0	1	1
2504	4.0	2	2
2504	3.0	1	1
2505	3.0	1	1
2506	5.0	1	1
2507	1.0	2	3
2507	1.0	1	1
2507	1.0	2	2
2508		3	2
2509	1.0	1	1
2510	1.0	1	1
2511	2.0	1	1
2511	1.0	1	1
2512	4.0	2	2
2512	17.0	3	1
2513	5.0	1	1
2514	3.0	1	1
2514	4.0	2	2
2514	3.0	2	2
2515	2.0	1	1
2516	4.0	2	2
2516	4.0	1	1
2517	2.0	1	1
2518	1.0	2	3
2519	7.0	1	1
2519	7.0	2	2
2520	2.0	1	1
2521	7.0	2	4
2522	5.0	1	1
2523	2.0	1	1
2524	1.0	1	1
2525		3	2
2525	1.0	1	1
2526	4.0	1	1
2526	3.0	2	2
2526	3.0	1	1
2526	4.0	2	2
2527	2.0	1	1
2528	2.0	1	1
2529		3	2
2530	1.0	2	4
2531	86.0	2	3
2531	3.0	2	2
2531	4.0	2	4
2531	4.0	1	1
2531	3.0	1	1
2532	3.0	2	2
2532	3.0	1	1
2532	4.0	1	1
2532	1.0	2	3
2533	18.0	1	1
2534	7.0	3	1
2534	18.0	3	1
2535		3	2
2536	6.0	1	1
2537	50.0	1	1
2538		3	2
2539		3	2
2540	1.0	1	1
2540	1.0	2	2
2541	3.0	1	1
2542	2.0	1	1
2543	2.0	1	1
2544	2.0	1	1
2545	3.0	1	1
2545	3.0	2	2
2546	2.0	1	1
2547	4.0	3	1
2548	3.0	2	2
2548	3.0	1	1
2548	3.0	2	3
2548	4.0	1	1
2549	2.0	3	1
2549	1.0	3	1
2549	4.0	3	1
2550	3.0	1	1
2550	1.0	1	1
2551	6.0	2	3
2552	1.0	1	1
2552	1.0	2	2
2553	2.0	1	1
2554	1.0	2	2
2554	1.0	2	3
2554	1.0	1	1
2555		3	2
2556	5.0	1	1
2557	5.0	1	1
2558	2.0	1	1
2559	4.0	3	1
2559	3.0	3	1
2560	2.0	1	1
2560	3.0	1	1
2560	4.0	1	1
2560	3.0	2	2
2560	1.0	1	1
2561	2.0	1	1
2562	6.0	1	1
2562	1.0	1	1
2562	1.0	2	2
2562	6.0	2	3
2562	11.0	2	3
2563	3.0	2	2
2563	3.0	1	1
2563	2.0	1	1
2564	2.0	1	1
2565	12.0	1	1
2566	1.0	2	2
2566	1.0	1	1
2567	4.0	1	1
2567	3.0	1	1
2567	12.0	1	1
2567	2.0	1	1
2567	4.0	2	2
2567	3.0	2	2
2568	3.0	1	1
2569	5.0	1	1
2570	5.0	1	1
2571	1.0	2	3
2572	1.0	1	1
2573	2.0	1	1
2574	12.0	1	1
2575	5.0	1	1
2576	1.0	1	1
2576	1.0	2	2
2577		3	2
2578		3	2
2579	1.0	1	1
2580	2.0	1	1
2581	1.0	2	3
2582	2.0	1	1
2583	1.0	1	1
2583	1.0	2	2
2584	3.0	2	2
2584	4.0	2	2
2584	4.0	1	1
2584	3.0	1	1
2585		3	2
2586	2.0	1	1
2587	2.0	1	1
2588	2.0	1	1
2589	4.0	1	1
2589	3.0	1	1
2589	3.0	2	2
2589	3.0	2	3
2589	4.0	2	2
2590	3.0	3	1
2591	2.0	1	1
2591	1.0	1	1
2592	1.0	1	1
2592	4.0	2	2
2593	1.0	2	2
2594	2.0	1	1
2595		2	4
2595	3.0	4	1
2595	10.0	4	1
2596		3	2
2597	1.0	1	1
2598	11.0	2	3
2598	2.0	1	1
2599	4.0	4	5
2599	3.0	1	1
2599	19.0	4	5
2599	4.0	1	1
2599	3.0	2	2
2599	36.0	4	5
2600	5.0	1	1
2601	8.0	1	1
2602		3	2
2603	2.0	1	1
2604	1.0	1	1
2605	1.0	1	1
2606		2	4
2607	3.0	1	1
2608		3	2
2608	5.0	1	1
2609	2.0	1	1
2610	3.0	1	1
2611	5.0	1	1
2612	2.0	1	1
2613	4.0	2	2
2613		3	2
2613	3.0	2	2
2613	3.0	3	1
2613	4.0	3	1
2613	11.0	3	1
2614	3.0	2	2
2614	3.0	1	1
2614	4.0	1	1
2615	1.0	1	1
2616	2.0	1	1
2617	6.0	2	2
2617	6.0	1	1
2618	1.0	1	1
2618	1.0	2	2
2619	13.0	2	2
2619	6.0	2	3
2619	9.0	3	1
2619	6.0	3	1
2620		3	2
2620	6.0	2	3
2621	7.0	2	2
2621	7.0	1	1
2622	2.0	1	1
2623	3.0	3	1
2623		3	2
2624	4.0	1	1
2624	3.0	1	1
2624	4.0	2	2
2624	3.0	2	2
2625	2.0	1	1
2625		3	2
2626	3.0	3	1
2627	2.0	1	1
2628		3	2
2629	2.0	1	1
2630	2.0	1	1
2631	4.0	1	1
2631	4.0	2	2
2631	3.0	1	1
2631	3.0	2	2
2632	12.0	3	1
2633	2.0	1	1
2634	4.0	1	1
2634	4.0	2	2
2634	3.0	1	1
2635	2.0	1	1
2636	3.0	1	1
2636	4.0	1	1
2636	3.0	2	2
2637	1.0	2	2
2637	6.0	1	1
2637	1.0	1	1
2637	3.0	1	1
2637	6.0	2	3
2638		3	2
2639	2.0	1	1
2639	1.0	1	1
2640	5.0	1	1
2641		3	2
2642	2.0	1	1
2643	2.0	1	1
2644	8.0	1	1
2645	5.0	1	1
2645	3.0	1	1
2646	7.0	2	2
2647		3	2
2648		3	2
2648	2.0	1	1
2649	6.0	2	3
2649		3	2
2650	1.0	2	3
2650	1.0	2	2
2650	1.0	1	1
2651	3.0	2	2
2651	6.0	1	1
2651	3.0	1	1
2652	1.0	2	2
2652	1.0	1	1
2653		3	2
2654	3.0	2	2
2654	4.0	1	1
2654	3.0	1	1
2655	1.0	1	1
2656	5.0	1	1
2657	3.0	1	1
2657	3.0	2	2
2658	4.0	1	1
2658	3.0	2	2
2658	3.0	1	1
2659	7.0	3	1
2659	8.0	3	1
2660	2.0	1	1
2661	3.0	1	1
2662	2.0	1	1
2663		3	2
2664	6.0	2	3
2665	2.0	1	1
2665		2	4
2666	5.0	1	1
2667	2.0	1	1
2668	5.0	1	1
2669	4.0	3	1
2669	3.0	3	1
2669	4.0	2	2
2669		3	2
2669	4.0	2	4
2670	2.0	1	1
2671	1.0	1	1
2672		3	2
2672	1.0	2	3
2672	1.0	1	1
2672	1.0	2	2
2673	7.0	2	2
2673	7.0	1	1
2673	3.0	1	1
2673	20.0	1	1
2674	4.0	2	2
2674	4.0	1	1
2675	2.0	1	1
2676	1.0	2	3
2677		3	2
2678	2.0	1	1
2679		3	2
2680		3	2
2681		3	2
2682	5.0	1	1
2683	1.0	1	1
2683	1.0	2	2
2684	4.0	3	1
2684		3	2
2685		3	2
2686	3.0	1	1
2687	1.0	2	2
2687	1.0	1	1
2688	2.0	1	1
2689		3	2
2689	2.0	1	1
2690	4.0	2	2
2690	3.0	1	1
2690	4.0	1	1
2691	5.0	1	1
2692	3.0	1	1
2692	4.0	2	2
2693	3.0	1	1
2694	2.0	1	1
2695	2.0	1	1
2696	5.0	1	1
2696	2.0	1	1
2697	35.0	2	2
2697	18.0	1	1
2698	3.0	1	1
2698	3.0	2	2
2699	2.0	3	1
2699	10.0	3	1
2700	7.0	2	3
2701	1.0	2	2
2701	1.0	1	1
2702	1.0	1	1
2702	1.0	2	2
2703	1.0	2	2
2703	3.0	1	1
2703	1.0	1	1
2703	1.0	2	3
2704	8.0	1	1
2705	6.0	2	4
2706	4.0	2	3
2706	3.0	1	1
2707	12.0	1	1
2708	3.0	1	1
2709	1.0	1	1
2709	6.0	1	1
2709	6.0	2	2
2709	1.0	2	2
2710	2.0	1	1
2711	5.0	1	1
2712	11.0	1	1
2712	5.0	1	1
2712	11.0	2	2
2713	7.0	1	1
2713	7.0	2	2
2714		3	2
2715		2	4
2715	7.0	3	1
2716	8.0	1	1
2717	2.0	1	1
2717	7.0	1	1
2717	7.0	2	2
2718	6.0	2	3
2719	3.0	2	4
2719	4.0	1	1
2719		3	2
2719	3.0	1	1
2719	4.0	2	2
2719	4.0	2	4
2719	3.0	2	2
2720	2.0	1	1
2721		3	2
2722	4.0	2	4
2722	3.0	2	2
2722	3.0	1	1
2722	4.0	2	2
2722	4.0	1	1
2723	6.0	2	3
2724		3	2
2724	1.0	1	1
2724	1.0	2	2
2724	1.0	2	3
2725		3	2
2726	2.0	1	1
2727	5.0	1	1
2728	1.0	2	2
2728	1.0	1	1
2729	1.0	2	3
2730	3.0	1	1
2731		3	2
2732	1.0	1	1
2732	1.0	2	2
2733		3	2
2734	5.0	3	1
2734	3.0	3	1
2735	9.0	1	1
2735	9.0	2	2
2736	5.0	1	1
2737	2.0	1	1
2738	3.0	1	1
2739	1.0	1	1
2740	5.0	1	1
2741	5.0	1	1
2742	15.0	2	4
2742	4.0	2	2
2743	3.0	3	1
2744	14.0	2	3
2745	3.0	3	1
2746	2.0	1	1
2747		3	2
2748	2.0	1	1
2749	7.0	2	3
2750	3.0	2	2
2750	3.0	1	1
2750	4.0	1	1
2750	6.0	2	3
2751	2.0	1	1
2752	5.0	1	1
2753		3	2
2754	2.0	1	1
2755		3	2
2756	1.0	1	1
2757	2.0	1	1
2758	1.0	2	3
2759		3	2
2760		3	2
2761	2.0	1	1
2762		3	2
2763	2.0	1	1
2764	5.0	1	1
2764	2.0	1	1
2765		3	2
2766	1.0	1	1
2767	3.0	3	1
2768	1.0	2	3
2768	1.0	1	1
2768	1.0	2	2
2769	1.0	1	1
2769	2.0	1	1
2770	2.0	1	1
2771	11.0	1	1
2771	11.0	2	2
2772	6.0	2	2
2772	6.0	3	1
2773	1.0	1	1
2773	1.0	2	2
2774	1.0	1	1
2775	9.0	1	1
2775	9.0	2	2
2775		3	2
2776		3	2
2776	2.0	1	1
2777	1.0	2	2
2777	3.0	1	1
2777	1.0	1	1
2777	9.0	2	4
2778	2.0	1	1
2778		3	2
2779	3.0	3	1
2779		3	2
2780	3.0	1	1
2781	8.0	1	1
2782		3	2
2783	2.0	1	1
2784	5.0	1	1
2785	2.0	1	1
2786	4.0	2	2
2787	10.0	4	1
2787	72.0	4	5
2787		2	4
2787	67.0	4	5
2788	1.0	1	1
2788	1.0	2	2
2789	5.0	1	1
2790	12.0	1	1
2791	3.0	1	1
2791	6.0	2	3
2791	4.0	1	1
2791	3.0	2	2
2792	2.0	1	1
2793	2.0	1	1
2794	1.0	2	2
2794	1.0	1	1
2795	5.0	1	1
2796	1.0	2	2
2796	1.0	1	1
2797	1.0	2	2
2797	1.0	1	1
2798	5.0	1	1
2798	42.0	1	1
2799	2.0	1	1
2800	2.0	1	1
2801	7.0	1	1
2801	7.0	2	2
2802	1.0	2	2
2802	3.0	2	2
2802	1.0	1	1
2802	3.0	1	1
