uniprot_acc	mlo	rol	db
Q16630	Nuclear speckle	unassigned	phasepdb_uniprot
Q16790	Nucleolus	unassigned	phasepdb_uniprot
Q3ZCQ8	Nuclear speckle	unassigned	phasepdb_uniprot
Q504Q3	P-body	unassigned	phasepdb_uniprot
Q53GS7	Nuclear pore complex	unassigned	phasepdb_uniprot
Q53HL2	Nucleolus	unassigned	phasepdb_uniprot
Q58A45	P-body	unassigned	phasepdb_uniprot
Q5C9Z4	Nucleolus	unassigned	phasepdb_uniprot
Q5EE01	Nucleolus	unassigned	phasepdb_uniprot
Q5F1R6	Nucleolus	unassigned	phasepdb_uniprot
Q5H9S7	Nucleolus	unassigned	phasepdb_uniprot
Q5HYJ3	Nuclear speckle	unassigned	phasepdb_uniprot
Q5JVS0	Cajal body	unassigned	phasepdb_uniprot
Q5JVS0	Gem	unassigned	phasepdb_uniprot
Q5JVS0	Nuclear body	unassigned	phasepdb_uniprot
Q5JVS0	Nucleolus	unassigned	phasepdb_uniprot
Q5JVS0	Nuclear speckle	unassigned	phasepdb_uniprot
Q5JVS0	Stress granule	unassigned	phasepdb_uniprot
Q5SY16	Nucleolus	unassigned	phasepdb_uniprot
Q5T5X7	Nucleolus	unassigned	phasepdb_uniprot
Q5W0Q7	Cajal body	unassigned	phasepdb_uniprot
Q66PJ3	Nucleolus	unassigned	phasepdb_uniprot
Q66PJ3	Nuclear speckle	unassigned	phasepdb_uniprot
Q6NT76	Cajal body	unassigned	phasepdb_uniprot
Q6NT76	PML nuclear body	unassigned	phasepdb_uniprot
Q6P2E9	P-body	unassigned	phasepdb_uniprot
Q6P2H3	Spindle pole	unassigned	phasepdb_uniprot
Q6P6C2	Nuclear speckle	unassigned	phasepdb_uniprot
Q6PCD5	PML nuclear body	unassigned	phasepdb_uniprot
Q6PJT7	Nuclear speckle	unassigned	phasepdb_uniprot
Q6RFH5	Nucleolus	unassigned	phasepdb_uniprot
Q6UWU4	Nucleolus	unassigned	phasepdb_uniprot
Q6ZN04	Cytoplasmic granule	unassigned	phasepdb_uniprot
Q6ZN17	Nucleolus	unassigned	phasepdb_uniprot
Q71RC2	Stress granule	unassigned	phasepdb_uniprot
Q75N03	Nuclear speckle	unassigned	phasepdb_uniprot
Q76FK4	Nucleolus	unassigned	phasepdb_uniprot
Q7L014	Cajal body	unassigned	phasepdb_uniprot
Q7L014	Nuclear speckle	unassigned	phasepdb_uniprot
Q7L622	Nucleolus	unassigned	phasepdb_uniprot
Q7Z2E3	Nucleolus	unassigned	phasepdb_uniprot
Q7Z417	Stress granule	unassigned	phasepdb_uniprot
Q7Z6G8	Cajal body	unassigned	phasepdb_uniprot
Q86U42	Nuclear speckle	unassigned	phasepdb_uniprot
Q86U44	Nuclear speckle	unassigned	phasepdb_uniprot
Q86V81	Nuclear speckle	unassigned	phasepdb_uniprot
Q86WT6	Nuclear speckle	unassigned	phasepdb_uniprot
Q86WX3	Nucleolus	unassigned	phasepdb_uniprot
Q86YP4	Nuclear speckle	unassigned	phasepdb_uniprot
Q8IUF8	Nucleolus	unassigned	phasepdb_uniprot
Q8IV48	Nucleolus	unassigned	phasepdb_uniprot
Q8IY18	PML nuclear body	unassigned	phasepdb_uniprot
Q8IY81	Nucleolus	unassigned	phasepdb_uniprot
Q8IYB7	P-body	unassigned	phasepdb_uniprot
Q8IZD2	Nuclear speckle	unassigned	phasepdb_uniprot
Q8IZL2	Nuclear speckle	unassigned	phasepdb_uniprot
Q8IZL8	Nucleolus	unassigned	phasepdb_uniprot
Q8IZU1	Nucleolus	unassigned	phasepdb_uniprot
Q8N1F7	Nuclear pore complex	unassigned	phasepdb_uniprot
Q8N2W9	PML nuclear body	unassigned	phasepdb_uniprot
Q8N3C0	Nuclear speckle	unassigned	phasepdb_uniprot
Q8N3Z6	Nucleolus	unassigned	phasepdb_uniprot
Q8N567	Nucleolus	unassigned	phasepdb_uniprot
Q8N726	Nucleolus	unassigned	phasepdb_uniprot
Q8N9N2	Nuclear speckle	unassigned	phasepdb_uniprot
Q8ND56	Stress granule	unassigned	phasepdb_uniprot
Q8ND56	P-body	unassigned	phasepdb_uniprot
Q8ND90	Nucleolus	unassigned	phasepdb_uniprot
Q8NDF8	Nucleolus	unassigned	phasepdb_uniprot
Q8NDT2	Nuclear speckle	unassigned	phasepdb_uniprot
Q8NDV7	P-body	unassigned	phasepdb_uniprot
Q8NDV7	GW-body	unassigned	phasepdb_uniprot
Q8NEJ9	Nucleolus	unassigned	phasepdb_uniprot
Q8NG50	Nucleolus	unassigned	phasepdb_uniprot
Q8NG66	Nucleolus	unassigned	phasepdb_uniprot
Q8NHM5	Nucleolus	unassigned	phasepdb_uniprot
Q8NI36	Nucleolus	unassigned	phasepdb_uniprot
Q8TBZ6	Nucleolus	unassigned	phasepdb_uniprot
Q8TCF1	Stress granule	unassigned	phasepdb_uniprot
Q8TD16	Nuclear pore complex	unassigned	phasepdb_uniprot
Q8TEQ6	Gem	unassigned	phasepdb_uniprot
Q8TF01	Nuclear speckle	unassigned	phasepdb_uniprot
Q8WUM0	Nuclear pore complex	unassigned	phasepdb_uniprot
Q8WV24	Nucleolus	unassigned	phasepdb_uniprot
Q8WWM7	Nuclear speckle	unassigned	phasepdb_uniprot
Q8WWM7	P-body	unassigned	phasepdb_uniprot
Q8WWM7	Stress granule	unassigned	phasepdb_uniprot
Q8WWY3	Cajal body	unassigned	phasepdb_uniprot
Q8WXD5	Gem	unassigned	phasepdb_uniprot
Q8WXF8	Nucleolus	unassigned	phasepdb_uniprot
Q8WXI9	Nuclear speckle	unassigned	phasepdb_uniprot
Q8WYP5	Nuclear pore complex	unassigned	phasepdb_uniprot
Q8WZ33	Nucleolus	unassigned	phasepdb_uniprot
Q92585	Nuclear speckle	unassigned	phasepdb_uniprot
Q92621	Nuclear pore complex	unassigned	phasepdb_uniprot
Q92737	Nucleolus	unassigned	phasepdb_uniprot
Q92766	Nuclear speckle	unassigned	phasepdb_uniprot
Q92841	Nucleolus	unassigned	phasepdb_uniprot
Q92979	Nucleolus	unassigned	phasepdb_uniprot
Q92993	Nucleolus	unassigned	phasepdb_uniprot
Q93062	P-body	unassigned	phasepdb_uniprot
Q969H0	Nucleolus	unassigned	phasepdb_uniprot
Q969K3	Nucleolus	unassigned	phasepdb_uniprot
Q969X6	Nucleolus	unassigned	phasepdb_uniprot
Q96AY2	Nucleolus	unassigned	phasepdb_uniprot
Q96CJ1	Nuclear speckle	unassigned	phasepdb_uniprot
Q96EB6	PML nuclear body	unassigned	phasepdb_uniprot
Q96EP1	PML nuclear body	unassigned	phasepdb_uniprot
Q96EU6	Nucleolus	unassigned	phasepdb_uniprot
Q96EV8	Pre and postsynaptic density	unassigned	phasepdb_uniprot
Q96EZ8	Nucleolus	unassigned	phasepdb_uniprot
Q96F86	P-body	unassigned	phasepdb_uniprot
Q96FC9	Spindle pole	unassigned	phasepdb_uniprot
Q96FC9	Nucleolus	unassigned	phasepdb_uniprot
Q96FQ6	Nucleolus	unassigned	phasepdb_uniprot
Q96G21	Nucleolus	unassigned	phasepdb_uniprot
Q96GC6	Nucleolus	unassigned	phasepdb_uniprot
Q96GM8	Nuclear speckle	unassigned	phasepdb_uniprot
Q96GQ7	Nucleolus	unassigned	phasepdb_uniprot
Q96HA1	Nuclear pore complex	unassigned	phasepdb_uniprot
Q96HI0	Nucleolus	unassigned	phasepdb_uniprot
Q96JC9	Nuclear speckle	unassigned	phasepdb_uniprot
Q96JC9	Cajal body	unassigned	phasepdb_uniprot
Q96JK9	Nuclear speckle	unassigned	phasepdb_uniprot
Q96LT7	P-body	unassigned	phasepdb_uniprot
Q96MF7	PML nuclear body	unassigned	phasepdb_uniprot
Q96MU7	Nuclear speckle	unassigned	phasepdb_uniprot
Q96NS1	Nucleolus	unassigned	phasepdb_uniprot
Q96NY9	Nucleolus	unassigned	phasepdb_uniprot
Q96PM9	Nucleolus	unassigned	phasepdb_uniprot
Q96Q89	Nucleolus	unassigned	phasepdb_uniprot
Q96Q89	Spindle pole	unassigned	phasepdb_uniprot
Q96QA6	Nucleolus	unassigned	phasepdb_uniprot
Q96QD9	Nuclear speckle	unassigned	phasepdb_uniprot
Q96S94	Nuclear speckle	unassigned	phasepdb_uniprot
Q96SB8	PML nuclear body	unassigned	phasepdb_uniprot
Q96SQ7	Nuclear speckle	unassigned	phasepdb_uniprot
Q96ST3	Nucleolus	unassigned	phasepdb_uniprot
Q96T37	Nuclear speckle	unassigned	phasepdb_uniprot
Q99459	Nuclear speckle	unassigned	phasepdb_uniprot
Q99607	PML nuclear body	unassigned	phasepdb_uniprot
Q99720	Pre and postsynaptic density	unassigned	phasepdb_uniprot
Q99848	Nucleolus	unassigned	phasepdb_uniprot
Q9BPY3	Cajal body	unassigned	phasepdb_uniprot
Q9BRP8	Nucleolus	unassigned	phasepdb_uniprot
Q9BSJ6	Nucleolus	unassigned	phasepdb_uniprot
Q9BUT9	Stress granule	unassigned	phasepdb_uniprot
Q9BV38	Nucleolus	unassigned	phasepdb_uniprot
Q9BVP2	Nucleolus	unassigned	phasepdb_uniprot
Q9BW27	Nuclear pore complex	unassigned	phasepdb_uniprot
Q9BWF2	Nucleolus	unassigned	phasepdb_uniprot
Q9BWG6	Nuclear speckle	unassigned	phasepdb_uniprot
Q9BXS6	Nuclear pore complex	unassigned	phasepdb_uniprot
Q9BYB0	Pre and postsynaptic density	unassigned	phasepdb_uniprot
Q9BZE4	Nucleolus	unassigned	phasepdb_uniprot
Q9BZJ0	Nuclear speckle	unassigned	phasepdb_uniprot
Q9C086	Nucleolus	unassigned	phasepdb_uniprot
Q9C0B1	Nuclear speckle	unassigned	phasepdb_uniprot
Q9GZL7	Nucleolus	unassigned	phasepdb_uniprot
Q9H089	Cajal body	unassigned	phasepdb_uniprot
Q9H0G5	Nuclear speckle	unassigned	phasepdb_uniprot
Q9H0S4	Nucleolus	unassigned	phasepdb_uniprot
Q9H116	Nucleolus	unassigned	phasepdb_uniprot
Q9H1I8	Nuclear speckle	unassigned	phasepdb_uniprot
Q9H2U1	Nuclear speckle	unassigned	phasepdb_uniprot
Q9H2U1	Stress granule	unassigned	phasepdb_uniprot
Q9H2X6	PML nuclear body	unassigned	phasepdb_uniprot
Q9H4L4	Nucleolus	unassigned	phasepdb_uniprot
Q9H583	Nucleolus	unassigned	phasepdb_uniprot
Q9H633	Cajal body	unassigned	phasepdb_uniprot
Q9H633	Nucleolus	unassigned	phasepdb_uniprot
Q9H6R0	Inflammasome	unassigned	phasepdb_uniprot
Q9H6R0	Nucleolus	unassigned	phasepdb_uniprot
Q9H7B2	Nucleolus	unassigned	phasepdb_uniprot
Q9H814	Nucleolus	unassigned	phasepdb_uniprot
Q9H840	Gem	unassigned	phasepdb_uniprot
Q9H869	Nucleolus	unassigned	phasepdb_uniprot
Q9H8H0	Nucleolus	unassigned	phasepdb_uniprot
Q9H8H2	Nucleolus	unassigned	phasepdb_uniprot
Q9H9G7	P-body	unassigned	phasepdb_uniprot
Q9H9L3	Nucleolus	unassigned	phasepdb_uniprot
Q9H9Z2	P-body	unassigned	phasepdb_uniprot
Q9H9Z2	Stress granule	unassigned	phasepdb_uniprot
Q9HA38	Nucleolus	unassigned	phasepdb_uniprot
Q9HAF1	Nucleolus	unassigned	phasepdb_uniprot
Q9HAJ7	Nucleolus	unassigned	phasepdb_uniprot
Q9HBD1	Stress granule	unassigned	phasepdb_uniprot
Q9HC62	Nuclear pore complex	unassigned	phasepdb_uniprot
Q9HCE1	Stress granule	unassigned	phasepdb_uniprot
Q9HCE1	P-body	unassigned	phasepdb_uniprot
Q9HCG8	Nuclear speckle	unassigned	phasepdb_uniprot
Q9NPA8	Nuclear pore complex	unassigned	phasepdb_uniprot
Q9NPE3	Cajal body	unassigned	phasepdb_uniprot
Q9NPE3	Nucleolus	unassigned	phasepdb_uniprot
Q9NPH5	Nucleolus	unassigned	phasepdb_uniprot
Q9NPJ4	P-body	unassigned	phasepdb_uniprot
Q9NQB0	PML nuclear body	unassigned	phasepdb_uniprot
Q9NQT4	Nucleolus	unassigned	phasepdb_uniprot
Q9NQT5	Nucleolus	unassigned	phasepdb_uniprot
Q9NR00	Nuclear speckle	unassigned	phasepdb_uniprot
Q9NR21	Nuclear pore complex	unassigned	phasepdb_uniprot
Q9NRA8	Nuclear speckle	unassigned	phasepdb_uniprot
Q9NRA8	PML nuclear body	unassigned	phasepdb_uniprot
Q9NRG9	Nuclear pore complex	unassigned	phasepdb_uniprot
Q9NRR4	Nucleolus	unassigned	phasepdb_uniprot
Q9NRX1	Nucleolus	unassigned	phasepdb_uniprot
Q9NSB8	Pre and postsynaptic density	unassigned	phasepdb_uniprot
Q9NTK5	Nucleolus	unassigned	phasepdb_uniprot
Q9NV06	Nucleolus	unassigned	phasepdb_uniprot
Q9NV31	Nucleolus	unassigned	phasepdb_uniprot
Q9NVN8	Nucleolus	unassigned	phasepdb_uniprot
Q9NVP1	Nucleolus	unassigned	phasepdb_uniprot
Q9NVU7	Nucleolus	unassigned	phasepdb_uniprot
Q9NVV9	PML nuclear body	unassigned	phasepdb_uniprot
Q9NW13	Nucleolus	unassigned	phasepdb_uniprot
Q9NWZ8	Gem	unassigned	phasepdb_uniprot
Q9NX58	Nucleolus	unassigned	phasepdb_uniprot
Q9NXF1	Nucleolus	unassigned	phasepdb_uniprot
Q9NYF8	Nuclear speckle	unassigned	phasepdb_uniprot
Q9NYV6	Nucleolus	unassigned	phasepdb_uniprot
Q9NZ56	Nucleolus	unassigned	phasepdb_uniprot
Q9NZM5	Nucleolus	unassigned	phasepdb_uniprot
Q9P0U4	Nuclear speckle	unassigned	phasepdb_uniprot
Q9P1T7	Nucleolus	unassigned	phasepdb_uniprot
Q9P275	Nucleolus	unassigned	phasepdb_uniprot
Q9P2D1	Nucleolus	unassigned	phasepdb_uniprot
Q9UBY9	Cajal body	unassigned	phasepdb_uniprot
Q9UK58	Nuclear speckle	unassigned	phasepdb_uniprot
Q9UKD2	Nucleolus	unassigned	phasepdb_uniprot
Q9UKX7	Nuclear pore complex	unassigned	phasepdb_uniprot
Q9UL18	P-body	unassigned	phasepdb_uniprot
Q9UL42	Nucleolus	unassigned	phasepdb_uniprot
Q9ULX6	PML nuclear body	unassigned	phasepdb_uniprot
Q9ULX6	Nuclear speckle	unassigned	phasepdb_uniprot
Q9UMY1	Nucleolus	unassigned	phasepdb_uniprot
Q9UN81	Stress granule	unassigned	phasepdb_uniprot
Q9UNQ2	Nucleolus	unassigned	phasepdb_uniprot
Q9UPQ9	P-body	unassigned	phasepdb_uniprot
Q9UPS6	Nuclear speckle	unassigned	phasepdb_uniprot
Q9UQ80	Nucleolus	unassigned	phasepdb_uniprot
Q9Y221	Nucleolus	unassigned	phasepdb_uniprot
Q9Y2F5	Cajal body	unassigned	phasepdb_uniprot
Q9Y2V2	Stress granule	unassigned	phasepdb_uniprot
Q9Y2V2	P-body	unassigned	phasepdb_uniprot
Q9Y2W1	Nuclear speckle	unassigned	phasepdb_uniprot
Q9Y3B2	Nucleolus	unassigned	phasepdb_uniprot
Q9Y3M2	Nuclear speckle	unassigned	phasepdb_uniprot
Q9Y3S2	Nucleolus	unassigned	phasepdb_uniprot
Q9Y3Y2	Nucleolus	unassigned	phasepdb_uniprot
Q9Y3Y2	Nuclear speckle	unassigned	phasepdb_uniprot
Q9Y4C8	Nucleolus	unassigned	phasepdb_uniprot
Q9Y4E5	PML nuclear body	unassigned	phasepdb_uniprot
Q9Y4W2	Nucleolus	unassigned	phasepdb_uniprot
Q9Y4X5	Cajal body	unassigned	phasepdb_uniprot
Q9Y5A9	P-body	unassigned	phasepdb_uniprot
Q9Y657	Nucleolus	unassigned	phasepdb_uniprot
Q9Y6E2	Nucleolus	unassigned	phasepdb_ht
Q9Y5S9	Nucleolus	unassigned	phasepdb_ht
Q9Y5J1	Nucleolus	unassigned	phasepdb_ht
Q9Y5B9	Nucleolus	unassigned	phasepdb_ht
Q9Y4W2	Nucleolus	unassigned	phasepdb_ht
Q9Y4C8	Nucleolus	unassigned	phasepdb_ht
Q9Y3U8	Nucleolus	unassigned	phasepdb_ht
Q9Y3T9	Nucleolus	unassigned	phasepdb_ht
Q9Y3I0	Nucleolus	unassigned	phasepdb_ht
Q9Y3C1	Nucleolus	unassigned	phasepdb_ht
Q9Y3B9	Nucleolus	unassigned	phasepdb_ht
Q9Y3B4	Nucleolus	unassigned	phasepdb_ht
Q9Y3B2	Nucleolus	unassigned	phasepdb_ht
Q9Y3A5	Nucleolus	unassigned	phasepdb_ht
Q9Y3A4	Nucleolus	unassigned	phasepdb_ht
Q9Y3A2	Nucleolus	unassigned	phasepdb_ht
Q9Y383	Nucleolus	unassigned	phasepdb_ht
Q9Y324	Nucleolus	unassigned	phasepdb_ht
Q9Y314	Nucleolus	unassigned	phasepdb_ht
Q9Y2X3	Nucleolus	unassigned	phasepdb_ht
Q9Y2W2	Nucleolus	unassigned	phasepdb_ht
Q9Y2S6	Nucleolus	unassigned	phasepdb_ht
Q9Y2R4	Nucleolus	unassigned	phasepdb_ht
Q9Y2P8	Nucleolus	unassigned	phasepdb_ht
Q9Y2L1	Nucleolus	unassigned	phasepdb_ht
Q9Y2K7	Nucleolus	unassigned	phasepdb_ht
Q9Y265	Nucleolus	unassigned	phasepdb_ht
Q9Y230	Nucleolus	unassigned	phasepdb_ht
Q9Y224	Nucleolus	unassigned	phasepdb_ht
Q9Y221	Nucleolus	unassigned	phasepdb_ht
Q9UQE7	Nucleolus	unassigned	phasepdb_ht
Q9UQ80	Nucleolus	unassigned	phasepdb_ht
Q9UNZ5	Nucleolus	unassigned	phasepdb_ht
Q9UNX4	Nucleolus	unassigned	phasepdb_ht
Q9UNX3	Nucleolus	unassigned	phasepdb_ht
Q9UNQ2	Nucleolus	unassigned	phasepdb_ht
Q9UNL7	Nucleolus	unassigned	phasepdb_ht
Q9UMY1	Nucleolus	unassigned	phasepdb_ht
Q9UMS4	Nucleolus	unassigned	phasepdb_ht
Q9ULX3	Nucleolus	unassigned	phasepdb_ht
Q9ULW3	Nucleolus	unassigned	phasepdb_ht
Q9UKD2	Nucleolus	unassigned	phasepdb_ht
Q9UJV9	Nucleolus	unassigned	phasepdb_ht
Q9UJA5	Nucleolus	unassigned	phasepdb_ht
Q9UII2	Nucleolus	unassigned	phasepdb_ht
Q9UIG0	Nucleolus	unassigned	phasepdb_ht
Q9UI30	Nucleolus	unassigned	phasepdb_ht
Q9UHA3	Nucleolus	unassigned	phasepdb_ht
Q9UGY1	Nucleolus	unassigned	phasepdb_ht
Q9UBU8	Nucleolus	unassigned	phasepdb_ht
Q9P2W1	Nucleolus	unassigned	phasepdb_ht
Q9P2N5	Nucleolus	unassigned	phasepdb_ht
Q9P287	Nucleolus	unassigned	phasepdb_ht
Q9P275	Nucleolus	unassigned	phasepdb_ht
Q9P258	Nucleolus	unassigned	phasepdb_ht
Q9P031	Nucleolus	unassigned	phasepdb_ht
Q9P016	Nucleolus	unassigned	phasepdb_ht
Q9NZM5	Nucleolus	unassigned	phasepdb_ht
Q9NYV6	Nucleolus	unassigned	phasepdb_ht
Q9NYH9	Nucleolus	unassigned	phasepdb_ht
Q9NY93	Nucleolus	unassigned	phasepdb_ht
Q9NY61	Nucleolus	unassigned	phasepdb_ht
Q9NY12	Nucleolus	unassigned	phasepdb_ht
Q9NXV6	Nucleolus	unassigned	phasepdb_ht
Q9NXF1	Nucleolus	unassigned	phasepdb_ht
Q9NX58	Nucleolus	unassigned	phasepdb_ht
Q9NX24	Nucleolus	unassigned	phasepdb_ht
Q9NWT1	Nucleolus	unassigned	phasepdb_ht
Q9NWH9	Nucleolus	unassigned	phasepdb_ht
Q9NW13	Nucleolus	unassigned	phasepdb_ht
Q9NVY6	Nucleolus	unassigned	phasepdb_ht
Q9NVX2	Nucleolus	unassigned	phasepdb_ht
Q9NVU7	Nucleolus	unassigned	phasepdb_ht
Q9NVP1	Nucleolus	unassigned	phasepdb_ht
Q9NVN8	Nucleolus	unassigned	phasepdb_ht
Q9NVI1	Nucleolus	unassigned	phasepdb_ht
Q9NVC2	Nucleolus	unassigned	phasepdb_ht
Q9NVA2	Nucleolus	unassigned	phasepdb_ht
Q9NV31	Nucleolus	unassigned	phasepdb_ht
Q9NV06	Nucleolus	unassigned	phasepdb_ht
Q9NUQ6	Nucleolus	unassigned	phasepdb_ht
Q9NU22	Nucleolus	unassigned	phasepdb_ht
Q9NTM9	Nucleolus	unassigned	phasepdb_ht
Q9NTK5	Nucleolus	unassigned	phasepdb_ht
Q9NTJ3	Nucleolus	unassigned	phasepdb_ht
Q9NT12	Nucleolus	unassigned	phasepdb_ht
Q9NSI2	Nucleolus	unassigned	phasepdb_ht
Q9NSD9	Nucleolus	unassigned	phasepdb_ht
Q9NS39	Nucleolus	unassigned	phasepdb_ht
Q9NRX1	Nucleolus	unassigned	phasepdb_ht
Q9NR30	Nucleolus	unassigned	phasepdb_ht
Q9NR12	Nucleolus	unassigned	phasepdb_ht
Q9NQZ2	Nucleolus	unassigned	phasepdb_ht
Q9NQW6	Nucleolus	unassigned	phasepdb_ht
Q9NQT5	Nucleolus	unassigned	phasepdb_ht
Q9NQT4	Nucleolus	unassigned	phasepdb_ht
Q9NQS7	Nucleolus	unassigned	phasepdb_ht
Q9NQ55	Nucleolus	unassigned	phasepdb_ht
Q9NPE3	Nucleolus	unassigned	phasepdb_ht
Q9NPD3	Nucleolus	unassigned	phasepdb_ht
Q9HBD4	Nucleolus	unassigned	phasepdb_ht
Q9H9Y2	Nucleolus	unassigned	phasepdb_ht
Q9H9L3	Nucleolus	unassigned	phasepdb_ht
Q9H8H2	Nucleolus	unassigned	phasepdb_ht
Q9H8H0	Nucleolus	unassigned	phasepdb_ht
Q9H7B2	Nucleolus	unassigned	phasepdb_ht
Q9H6Y2	Nucleolus	unassigned	phasepdb_ht
Q9H6W3	Nucleolus	unassigned	phasepdb_ht
Q9H6R4	Nucleolus	unassigned	phasepdb_ht
Q9H6R0	Nucleolus	unassigned	phasepdb_ht
Q9H6P5	Nucleolus	unassigned	phasepdb_ht
Q9H6F5	Nucleolus	unassigned	phasepdb_ht
Q9H5V9	Nucleolus	unassigned	phasepdb_ht
Q9H583	Nucleolus	unassigned	phasepdb_ht
Q9H579	Nucleolus	unassigned	phasepdb_ht
Q9H501	Nucleolus	unassigned	phasepdb_ht
Q9H4L4	Nucleolus	unassigned	phasepdb_ht
Q9H2Y7	Nucleolus	unassigned	phasepdb_ht
Q9H0U9	Nucleolus	unassigned	phasepdb_ht
Q9H0S4	Nucleolus	unassigned	phasepdb_ht
Q9H0D6	Nucleolus	unassigned	phasepdb_ht
Q9H0A0	Nucleolus	unassigned	phasepdb_ht
Q9GZV4	Nucleolus	unassigned	phasepdb_ht
Q9GZS1	Nucleolus	unassigned	phasepdb_ht
Q9GZR7	Nucleolus	unassigned	phasepdb_ht
Q9GZR2	Nucleolus	unassigned	phasepdb_ht
Q9GZL7	Nucleolus	unassigned	phasepdb_ht
Q9BZZ5	Nucleolus	unassigned	phasepdb_ht
Q9BZI7	Nucleolus	unassigned	phasepdb_ht
Q9BZE4	Nucleolus	unassigned	phasepdb_ht
Q9BYG3	Nucleolus	unassigned	phasepdb_ht
Q9BY77	Nucleolus	unassigned	phasepdb_ht
Q9BY44	Nucleolus	unassigned	phasepdb_ht
Q9BY42	Nucleolus	unassigned	phasepdb_ht
Q9BXY0	Nucleolus	unassigned	phasepdb_ht
Q9BXS6	Nucleolus	unassigned	phasepdb_ht
Q9BWF3	Nucleolus	unassigned	phasepdb_ht
Q9BVP2	Nucleolus	unassigned	phasepdb_ht
Q9BVI4	Nucleolus	unassigned	phasepdb_ht
Q9BV38	Nucleolus	unassigned	phasepdb_ht
Q9BUQ8	Nucleolus	unassigned	phasepdb_ht
Q9BUL9	Nucleolus	unassigned	phasepdb_ht
Q9BU76	Nucleolus	unassigned	phasepdb_ht
Q9BTT4	Nucleolus	unassigned	phasepdb_ht
Q9BTT0	Nucleolus	unassigned	phasepdb_ht
Q9BSC4	Nucleolus	unassigned	phasepdb_ht
Q9BRX2	Nucleolus	unassigned	phasepdb_ht
Q9BRU9	Nucleolus	unassigned	phasepdb_ht
Q9BRT6	Nucleolus	unassigned	phasepdb_ht
Q9BRJ7	Nucleolus	unassigned	phasepdb_ht
Q9BRJ6	Nucleolus	unassigned	phasepdb_ht
Q9BQG0	Nucleolus	unassigned	phasepdb_ht
Q9BQE6	Nucleolus	unassigned	phasepdb_ht
Q9BQ75	Nucleolus	unassigned	phasepdb_ht
Q9BQ67	Nucleolus	unassigned	phasepdb_ht
Q9BQ39	Nucleolus	unassigned	phasepdb_ht
Q9BQ02	Nucleolus	unassigned	phasepdb_ht
Q99986	Nucleolus	unassigned	phasepdb_ht
Q99880	Nucleolus	unassigned	phasepdb_ht
Q99878	Nucleolus	unassigned	phasepdb_ht
Q99877	Nucleolus	unassigned	phasepdb_ht
Q99848	Nucleolus	unassigned	phasepdb_ht
Q99832	Nucleolus	unassigned	phasepdb_ht
Q99729	Nucleolus	unassigned	phasepdb_ht
Q99661	Nucleolus	unassigned	phasepdb_ht
Q99584	Nucleolus	unassigned	phasepdb_ht
Q99575	Nucleolus	unassigned	phasepdb_ht
Q99547	Nucleolus	unassigned	phasepdb_ht
Q96T60	Nucleolus	unassigned	phasepdb_ht
Q96SB4	Nucleolus	unassigned	phasepdb_ht
Q96PK6	Nucleolus	unassigned	phasepdb_ht
Q96P11	Nucleolus	unassigned	phasepdb_ht
Q96NC0	Nucleolus	unassigned	phasepdb_ht
Q96MG7	Nucleolus	unassigned	phasepdb_ht
Q96KR1	Nucleolus	unassigned	phasepdb_ht
Q96GQ7	Nucleolus	unassigned	phasepdb_ht
Q96GD4	Nucleolus	unassigned	phasepdb_ht
Q96G21	Nucleolus	unassigned	phasepdb_ht
Q96FQ6	Nucleolus	unassigned	phasepdb_ht
Q96FK6	Nucleolus	unassigned	phasepdb_ht
Q96EY4	Nucleolus	unassigned	phasepdb_ht
Q96EU6	Nucleolus	unassigned	phasepdb_ht
Q96E39	Nucleolus	unassigned	phasepdb_ht
Q96E11	Nucleolus	unassigned	phasepdb_ht
Q96DB6	Nucleolus	unassigned	phasepdb_ht
Q96D46	Nucleolus	unassigned	phasepdb_ht
Q96C61	Nucleolus	unassigned	phasepdb_ht
Q96C57	Nucleolus	unassigned	phasepdb_ht
Q96C01	Nucleolus	unassigned	phasepdb_ht
Q96BK5	Nucleolus	unassigned	phasepdb_ht
Q96B26	Nucleolus	unassigned	phasepdb_ht
Q969X6	Nucleolus	unassigned	phasepdb_ht
Q969S3	Nucleolus	unassigned	phasepdb_ht
Q93077	Nucleolus	unassigned	phasepdb_ht
Q92979	Nucleolus	unassigned	phasepdb_ht
Q92878	Nucleolus	unassigned	phasepdb_ht
Q92841	Nucleolus	unassigned	phasepdb_ht
Q92804	Nucleolus	unassigned	phasepdb_ht
Q92769	Nucleolus	unassigned	phasepdb_ht
Q92747	Nucleolus	unassigned	phasepdb_ht
Q92616	Nucleolus	unassigned	phasepdb_ht
Q92547	Nucleolus	unassigned	phasepdb_ht
Q92522	Nucleolus	unassigned	phasepdb_ht
Q92499	Nucleolus	unassigned	phasepdb_ht
Q8WYP5	Nucleolus	unassigned	phasepdb_ht
Q8WYA6	Nucleolus	unassigned	phasepdb_ht
Q8WXF1	Nucleolus	unassigned	phasepdb_ht
Q8WXE1	Nucleolus	unassigned	phasepdb_ht
Q8WVV9	Nucleolus	unassigned	phasepdb_ht
Q8WV22	Nucleolus	unassigned	phasepdb_ht
Q8WTT2	Nucleolus	unassigned	phasepdb_ht
Q8TED0	Nucleolus	unassigned	phasepdb_ht
Q8TDN6	Nucleolus	unassigned	phasepdb_ht
